committee_id,state,zipcode,transaction_date,transaction_amount
C00010603,MA,020724935,12282016,50
C00580100,CO,81623,12012016,250
C00010603,TX,770902108,12012016,10
C00010603,NC,277075400,12092016,10
C00010603,CA,941025203,12272016,50
C00580100,GA,30144,12012016,245
C00010603,AZ,857126623,12282016,25
C00010603,VA,244762113,12072016,20
C00033555,TX,79911,12082016,5
C00217877,CO,80602,12302016,100
C00580100,OK,74820,12012016,500
C00010603,MD,212091548,12122016,10
C00010603,WA,983878912,12282016,10
C00575795,OR,973175643,12302016,100
C00010603,PA,152171510,12282016,10
C00004879,PA,19460,12122016,250
C00010603,CA,952193838,12192016,25
C00458000,AZ,85020,12252016,10
C00581199,AK,99567,12072016,100
C00587477,AR,727046160,12192016,227371
C00010603,IL,604221728,12312016,10
C00010603,IL,600303562,12202016,10
C00010603,CA,951111138,12152016,35
C00580100,IL,60706,12012016,600
C00010603,NJ,088722218,12282016,25
C00575795,CA,920576527,12142016,51
C00002972,NC,276117306,12292016,42
C00010603,NM,870318688,12062016,50
C00010603,IN,479061418,12072016,10
C00010603,NY,117871866,12282016,20
C00035600,IA,508011057,12212016,20
C00458000,NY,12180,12112016,10
C00286807,NJ,08251,12202016,40
C00425975,AR,722120000,12022016,70
C00002972,WI,531508797,12082016,41
C00010603,NY,117462120,12082016,10
C00458000,MO,63017,12182016,5
C00010603,CA,958298128,12202016,25
C00073056,MD,211440000,12312016,25
C00010603,CA,928704904,12282016,25
C00010603,CA,941153733,12202016,50
C00605667,SC,299025288,12042016,100
C00580100,CA,91786,12222016,250
C00010603,CA,932775155,12242016,100
C00230789,CA,91367,12022016,20
C00458000,CA,900644224,12182016,25
C00010603,CA,944033258,12132016,25
C00267849,FL,349873232,12312016,100
C00580100,MI,49420,11302016,99
C00423871,NC,28104,12012016,20
C00010603,OR,974054001,12282016,15
C00010603,CA,943064601,12152016,10
C00010603,PA,193331516,12172016,10
C00002972,AL,364201223,11302016,20
C00580100,NY,12010,12072016,-250
C00010603,MD,208172448,12062016,10
C00428094,WA,98686,12162016,15
C00010603,IL,603011225,12052016,50
C00458000,NY,10011,12312016,5
C00033555,FL,33813,12292016,10
C00010603,MN,554312020,12012016,50
C00580100,NY,11024,12202016,270
C00010603,NY,112083002,12302016,50
C00010603,CA,911042901,11302016,50
C00010603,IL,604320713,12282016,25
C00010603,CT,060013961,12082016,50
C00010603,OH,441354935,12282016,25
C00580100,CA,92646,12092016,100
C00010603,NY,100281031,12272016,500
C00002972,FL,335131251,12052016,10
C00033555,VA,24563,12152016,10
C00591768,MD,21601,12012016,1000
C00010603,MA,019841622,12072016,10
C00010603,NC,277079075,12012016,100
C00010603,OH,432301906,12192016,100
C00286807,NH,03307,12202016,80
C00607770,MA,02536,12302016,511
C00010603,WA,981054183,12272016,25
C00608398,TX,78732,11302016,1000
C00002972,FL,320644004,12162016,19
C00575795,PA,168031449,12132016,-20
C00425975,NY,117470000,12022016,50
C00010603,CA,940192027,12102016,500
C00423871,NC,28205,12012016,20
C00010603,NY,117432655,12282016,25
C00097865,VA,22314,12072016,66
C00010603,SC,294075957,12272016,10
C00021121,NY,12211,12022016,26
C00010603,CA,948033873,12282016,10
C00021121,NY,12306,12022016,20
C00544957,MI,48084,12312016,33
C00286807,TX,77347,12202016,20
C00608398,FL,33139,12102016,2500
C00010603,CT,060192422,12232016,10
C00580100,MA,01432,12302016,250
C00010603,GA,303092224,12292016,25
C00575795,MA,017211876,12212016,200
C00010603,CA,900496253,12062016,50
C00608398,CA,91105,12102016,2700
C00010603,WA,984671802,12272016,10
C00580100,OH,43230,12162016,1000
C00580100,FL,32224,12222016,375
C00010603,SC,299262269,12312016,100
C00033555,GA,31757,12152016,5
C00010603,TN,372053837,12282016,25
C00010603,DC,200034215,12272016,10
C00010603,MD,210454825,12052016,10
C00458000,IL,60618,12182016,125
C00010603,TX,770052724,12212016,100
C00458000,IL,60611,12252016,10
C00010603,GA,303097631,12162016,100
C00580100,NV,89117,12012016,2700
C00010603,MN,554165027,12282016,50
C00580100,WA,98686,11302016,500
C00237198,NE,68124,12312016,-2700
C00002972,OH,430800455,12122016,50
C00002972,FL,336882000,12052016,20
C00010603,PA,168032965,12012016,10
C00010603,CA,951343467,12172016,100
C00580100,IN,47304,12162016,35
C00425975,AR,722120000,12022016,9
C00010603,CO,805179513,12202016,25
C00458000,TX,78751,12252016,10
C00010603,NJ,071103953,12212016,10
C00002972,OK,730449442,12082016,41
C00424713,FL,,12052016,30
C00573378,FL,324617005,12062016,250
C00580100,MO,63877,12302016,250
C00010603,AL,358031970,12112016,25
C00010603,FL,334872502,12112016,7
C00461046,MD,208173026,12302016,1000
C00010603,MD,208155225,11302016,250
C00010603,NY,100222423,12282016,50
C00425975,AR,722120000,12302016,25
C00237198,WA,98199,12312016,-2300
C00019331,WI,530151507,12282016,25
C00010603,VA,239705711,12062016,25
C00010603,VA,236062612,12272016,10
C00580100,AZ,85215,12102016,35
C00010603,IA,523492466,12162016,10
C00010603,FL,334871835,12132016,10
C00010603,CA,936679623,12052016,10
C00010603,CA,913204282,12042016,10
C00608398,LA,70130,11302016,2700
C00580100,AR,72653,12272016,250
C00332296,TX,750709582,12192016,300
C00002972,NM,870203206,12292016,20
C00608398,LA,70510,12052016,2500
C00010603,NH,038830048,12202016,250
C00010603,AK,998019760,12302016,50
C00073056,SC,294835385,12312016,25
C00458000,WI,53228,12042016,25
C00010603,NY,117682915,12212016,50
C00580100,NE,68025,12012016,1150
C00161067,TX,770831063,12102016,40
C00002972,VA,222012002,12082016,41
C00608398,LA,70363,12012016,2700
C00431429,MA,01267,12232016,30
C00010603,CA,946213370,12282016,10
C00010603,FL,327462365,12082016,50
C00010603,NY,121802491,12032016,3
C00033555,MS,38632,12012016,5
C00550491,MO,63101,12062016,75
C00425975,MN,553090000,12302016,10
C00575795,IL,605154739,12222016,-250
C00010603,GA,300602086,12262016,25
C00010603,IL,600911105,12262016,50
C00002972,FL,336882000,12012016,10
C00010603,FL,336472032,12262016,10
C00010603,WI,535723323,12312016,10
C00458000,DC,200162048,12312016,100
C00010603,CA,950141313,12132016,100
C00608398,LA,71136,12102016,1000
C00010603,FL,320806425,12232016,10
C00286807,OK,73051,12202016,20
C00362707,CA,95134,12312016,120
C00002972,AL,350561168,11302016,20
C00458000,CO,81647,12182016,2
C00580100,NY,11385,12012016,1600
C00010603,IL,605868632,12112016,10
C00006486,IN,46260,12222016,1500
C00033555,TN,38557,12082016,5
C00610212,MA,021997854,12172016,2700
C00608398,LA,70360,12062016,2500
C00575795,MD,212171125,12052016,-25
C00010603,GA,303071921,12212016,25
C00010603,ND,582017916,12222016,25
C00010603,TX,799254029,12272016,10
C00425975,AR,722120000,12022016,9
C00033555,TX,78266,12012016,5
C00010603,IL,605868632,12082016,10
C00544957,NC,28270,12312016,33
C00580100,UT,84401,12092016,-1000
C00579896,NY,13057,12122016,225
C00216184,CA,92037,12312016,50
C00010603,OK,740161423,12272016,10
C00010603,OK,740161423,12282016,10
C00010603,AZ,853753704,12272016,10
C00010603,NY,101281511,12022016,25
C00010603,GA,300301204,12182016,25
C00010603,CA,953613823,12012016,30
C00010603,CA,941031461,12162016,50
C00073056,NY,119310190,12272016,300
C00608398,LA,70510,12052016,2500
C00010603,PA,170111634,12282016,10
C00580100,TX,77864,11302016,250
C00010603,TN,385780220,12112016,25
C00010603,NC,275365025,12072016,10
C00458000,MN,563032605,11302016,5
C00010603,MA,02360,12052016,3
C00002972,VA,221242944,12082016,41
C00010603,MI,482242076,12102016,25
C00458000,TN,38117,12312016,25
C00010603,UT,841081521,12182016,50
C00010603,MA,019841622,12132016,10
C00010603,OR,970347308,12172016,25
C00010603,NC,288041032,12082016,25
C00580100,WA,99206,12062016,250
C00580100,NJ,07746,12182016,59
C00580100,TX,77541,12012016,450
C00010603,MD,208782172,12282016,50
C00458000,GA,30054,12182016,25
C00010603,TN,381047245,12282016,10
C00010603,NY,110401638,12122016,20
C00580100,AR,72360,12312016,100
C00575795,WA,981123407,12282016,-38
C00580100,FL,34787,12302016,250
C00010603,FL,334333029,12132016,10
C00580480,PA,17360,12282016,1000
C00002972,OR,977200763,12232016,250
C00033555,NC,27282,12152016,5
C00580100,UT,84003,12082016,250
C00002972,AL,350561168,12162016,19
C00033555,GA,31792,12012016,5
C00010603,ID,838439462,12282016,25
C00010603,WA,981123829,12042016,25
C00608398,LA,71111,12062016,1000
C00002972,VA,221935951,12082016,41
C00010603,IL,604221728,12022016,10
C00575795,CA,92683,12172016,100
C00010603,OH,453731023,12082016,25
C00010603,CT,067541326,12272016,25
C00010603,NY,101283536,12282016,50
C00343459,NJ,080432100,12062016,500
C00010603,CA,926242059,12062016,22
C00575795,LA,700052917,11302016,5
C00033555,FL,32259,12152016,5
C00010603,KY,402071505,12092016,25
C00581199,CA,94121,11302016,4
C00010603,CO,814287123,12172016,25
C00610212,MA,021997854,12172016,5400
C00010603,TN,373501604,12122016,7
C00580100,OR,97401,12252016,250
C00461046,PA,153016661,12192016,250
C00573519,OK,731627559,12212016,18100
C00581199,AL,35802,11302016,100
C00575795,MI,480332661,12022016,100
C00010603,CA,940221139,12082016,50
C00010603,AK,35006,12072016,25
C00458000,IL,60610,12122016,457
C00580100,AL,32828,12162016,210
C00580100,MI,48429,12212016,250
C00544957,OH,43912,12312016,50
C00580100,TN,37122,12222016,250
C00010603,CO,814162656,12072016,50
C00010603,DC,200071343,12062016,10
C00010603,FL,342384391,12062016,10
C00002972,OK,744320070,12122016,20
C00010603,OH,432351620,12212016,50
C00010603,HI,968251407,12262016,10
C00306860,IN,463109444,12092016,50
C00580100,WA,98053,12212016,-74
C00608398,LA,71292,12052016,250
C00540112,WA,98273,12232016,25
C00267849,CA,945103274,12312016,25
C00010603,MA,018861258,12092016,25
C00002972,MO,638679744,12122016,250
C00458000,NY,10024,12112016,12
C00010603,DC,200085454,12072016,10
C00010603,OR,972028654,12162016,10
C00010603,CA,921276835,12282016,5
C00010603,CT,068774331,12022016,10
C00458000,MI,48307,12182016,1
C00010603,NV,894504223,12282016,25
C00010603,AZ,863365333,12092016,50
C00010603,CA,900695929,12272016,10
C00286807,IL,60160,12202016,20
C00608398,LA,71106,11302016,1000
C00580100,AL,36526,12172016,210
C00580100,AK,99507,12042016,250
C00425975,KY,427010000,12302016,25
C00580100,TX,77009,12252016,250
C00458000,DE,19707,11302016,25
C00010603,NY,100111236,12152016,100
C00580100,TX,78216,12012016,600
C00431429,NY,14450,12092016,30
C00010603,WA,983878912,12272016,10
C00580100,WA,98102,12232016,250
C00010603,TX,770561707,12202016,10
C00581199,AR,72616,12052016,200
C00540112,WA,98004,12232016,100
C00581199,CA,95497,12022016,500
C00010603,CA,949031027,12302016,250
C00002972,AZ,864427400,12272016,500
C00010603,CA,955215247,12072016,250
C00197863,NY,11746,12012016,346
C00581199,WI,54644,11302016,500
C00580100,SC,29151,12012016,-45
C00575795,NY,145591000,12032016,25
C00010603,LA,708205066,12062016,10
C00019331,WI,541738081,12092016,25
C00010603,NY,144561542,12202016,250
C00010603,CO,809095736,12262016,10
C00010603,VA,221521745,12012016,25
C00580100,AK,99501,12012016,-500
C00010603,TX,791148223,12142016,25
C00002972,MO,638010520,12122016,500
C00010603,NC,279169736,12172016,25
C00458000,CO,80005,12042016,3
C00458000,MI,48191,12112016,5
C00004879,DC,20002,12302016,84
C00010603,OR,977023596,12042016,10
C00580100,TX,75379,12012016,1700
C00580100,FL,32963,12012016,100
C00458000,TX,76102,12182016,100
C00010603,CA,920752468,12282016,50
C00010603,FL,330233704,12072016,25
C00010603,KS,662237883,12182016,10
C00580480,PA,17402,12282016,2700
C00428581,IL,62547,12312016,17
C00010603,MI,490159400,12162016,10
C00581199,CA,90717,12082016,50
C00010603,TX,752381523,12042016,100
C00010603,MN,563456447,12172016,10
C00010603,MN,551184208,12232016,10
C00010603,PA,190873004,12072016,10
C00010603,OH,452431101,12222016,250
C00575795,MD,208601269,12212016,200
C00580100,CO,80127,12232016,250
C00581199,NV,89523,12032016,1500
C00010603,WA,981025849,12222016,50
C00161067,TX,770244928,12262016,10
C00010603,TN,378018995,12072016,50
C00544957,NC,27941,12312016,33
C00010603,CA,945633934,12072016,10
C00010603,OR,970458182,12122016,100
C00581199,ME,04101,12012016,1000
C00458000,OK,74076,11302016,1
C00010603,CA,904033146,12192016,100
C00010603,TX,770953301,12282016,10
C00010603,OR,970343609,12022016,10
C00580100,VA,22603,12012016,5400
C00010603,TX,761337248,12072016,25
C00010603,CA,921016753,12232016,10
C00580100,CA,92651,12012016,300
C00010603,FL,342299244,12272016,50
C00002972,ND,582083200,12142016,500
C00581199,CO,80230,12072016,100
C00010603,MD,217949741,12262016,1000
C00286807,OR,97124,12202016,20
C00010603,KY,404031322,12222016,10
C00406892,CA,95054,12312016,192
C00458000,RI,,12252016,25
C00575795,CA,917243551,12032016,25
C00575795,NY,120544304,12172016,500
C00333658,CA,95054,12082016,10
C00362707,CA,95134,12312016,288
C00010603,MD,215612378,12212016,100
C00575795,NY,100253620,11302016,50
C00010603,MD,208772027,12272016,25
C00544957,NC,28202,12312016,50
C00458000,MI,48105,12112016,1
C00010603,CA,959918866,12032016,10
C00286807,WV,25425,12202016,40
C00580100,RI,02871,12222016,5
C00010603,MA,021401720,12012016,100
C00010603,MN,562411154,12312016,100
C00270934,OH,44709,12022016,100
C00010603,CA,946111350,12172016,100
C00230789,CA,91367,12302016,20
C00002972,DE,199589597,12222016,500
C00002972,KY,427016767,12282016,40
C00010603,CA,913673016,12282016,10
C00002972,NC,284590826,12052016,39
C00458000,MI,48104,12312016,10
C00002972,WA,983038682,12142016,500
C00010603,CA,920245706,12282016,25
C00010603,MO,631465641,12042016,10
C00033555,AR,72712,12222016,5
C00589234,MN,55077,12152016,250
C00033555,GA,30180,12222016,5
C00580100,TN,38112,12262016,250
C00579896,AZ,85028,12142016,300
C00461046,WY,826044853,12072016,753
C00010603,NY,101280648,12162016,250
C00010603,IL,606403113,12212016,20
C00160937,SD,570693524,12282016,10
C00010603,NY,112152149,12112016,10
C00575795,NC,275268603,12162016,-51
C00267849,FL,331461320,12312016,50
C00010603,OH,441226461,12232016,10
C00010603,AZ,853731638,12162016,3
C00010603,MI,490082448,12222016,10
C00575795,DC,200163052,12022016,200
C00002972,FL,344205030,12052016,10
C00431072,DC,20001,12312016,400
C00617662,LA,705187005,12022016,2700
C00581199,NM,87122,11302016,1000
C00010603,LA,708087101,12202016,10
C00286807,NH,03244,12202016,20
C00042366,DC,200062304,12302016,700
C00010603,GA,314015556,12232016,10
C00620518,CO,816207795,12312016,250
C00010603,CA,92014,12192016,10
C00343459,NJ,080432100,12072016,500
C00010603,OH,432355148,12282016,25
C00002972,IL,628640309,12192016,40
C00010603,CO,802201456,12192016,25
C00603324,AL,35259,12152016,4000
C00306860,IN,463109444,12092016,50
C00161067,TX,775325124,12122016,20
C00010603,NJ,074213172,12272016,25
C00010603,CA,941123704,12202016,50
C00002972,VA,222031867,12082016,41
C00010603,MS,395641049,12182016,10
C00580100,WA,98053,12122016,74
C00010603,IL,618227514,12172016,25
C00230789,CA,95742,12162016,25
C00575795,CA,951271048,12102016,50
C00575795,NM,875072550,12102016,250
C00010603,CA,900681823,12202016,1000
C00010603,CA,934021617,12282016,50
C00010603,CO,806349323,11302016,10
C00458000,AR,72616,12112016,10
C00575795,IN,460378978,12212016,29
C00010603,NE,681041107,12162016,10
C00010603,TX,761095003,12082016,10
C00230789,CA,95814,12162016,29
C00575795,TX,770416014,12142016,100
C00010603,NV,891351639,12272016,100
C00607416,NJ,07307,12292016,1000
C00010603,NY,100241513,12182016,25
C00033555,GA,30620,12012016,5
C00010603,IL,605549260,12272016,5
C00010603,CA,941222931,12222016,25
C00580100,TX,77845,12052016,250
C00384529,AK,995076736,12312016,600
C00580100,VA,22310,12202016,59
C00010603,CA,948065260,12262016,25
C00608398,LA,70433,12052016,250
C00010603,IN,469014773,12102016,25
C00010603,OH,441226461,12192016,10
C00458000,NY,11743,12112016,100
C00010603,VA,221925602,12122016,50
C00580100,VA,22901,12012016,1650
C00010603,WA,981175940,12222016,50
C00010603,CA,947031231,12282016,15
C00002972,SD,573756130,12052016,250
C00010603,VA,228469634,12282016,10
C00019331,WI,53575,12242016,100
C00230789,CA,95670,12162016,16
C00230789,CA,95742,12302016,19
C00010603,MT,599171385,12192016,10
C00010603,CA,945561642,12062016,25
C00458000,WA,98368,12252016,3
C00550087,CT,06831,12282016,2700
C00010603,CO,805263920,12282016,100
C00459297,VA,222022255,12192016,1000
C00010603,LA,713033410,12102016,25
C00575449,FL,331393101,12162016,2700
C00216184,CA,92127,12312016,50
C00010603,CA,900495022,12282016,25
C00010603,TX,786816326,12172016,10
C00580100,MT,59313,11302016,250
C00580100,MN,55127,12012016,400
C00010603,CA,902655630,12142016,10
C00423871,NC,28012,12012016,20
C00002972,AL,361244014,12302016,49
C00010603,NH,038015584,12092016,25
C00010603,NY,109604904,12152016,25
C00580316,PA,17603,12312016,2636
C00560599,MN,550525180,12022016,28
C00010603,MN,550572474,12302016,10
C00010603,VA,222063324,12172016,100
C00010603,IL,606343826,12152016,50
C00010603,FL,339145726,12102016,10
C00010603,OR,972312125,12042016,50
C00010603,CA,95618,12282016,100
C00581199,AK,99504,12082016,50
C00392795,CA,92618,12212016,1000
C00581199,ZZ,99999,11302016,2700
C00010603,,,12182016,25
C00010603,NY,112012710,12202016,25
C00613083,CA,95608,12152016,500
C00019331,WI,539139607,12192016,35
C00458844,CA,91106,12302016,2490
C00002972,PA,170502201,12082016,41
C00033555,GA,31792,12292016,5
C00010603,OH,451229556,12162016,10
C00608398,LA,70115,12102016,250
C00580100,WA,98053,12122016,74
C00580100,NV,89449,12292016,250
C00010603,CA,900491931,12082016,10
C00010603,HI,967376193,12242016,10
C00010603,GA,312042425,12242016,25
C00575795,NV,890741281,12142016,2673
C00512236,CA,920751619,12142016,250
C00010603,CA,920114872,12212016,25
C00581199,WA,98123,12072016,108
C00608398,LA,70786,12102016,1000
C00010603,CO,800236585,12262016,25
C00010603,IL,600624806,12072016,25
C00010603,CO,805178505,12232016,25
C00010603,NV,895032729,12282016,10
C00010603,OK,730963413,12112016,50
C00580100,AK,99615,12312016,500
C00010603,UT,847260522,12172016,10
C00010603,CA,945582262,12262016,10
C00010603,CA,941071330,12032016,25
C00010603,IL,600302858,12282016,25
C00010603,WA,992023515,12062016,250
C00010603,FL,320817034,12172016,10
C00010603,MA,021394768,12282016,50
C00575795,NC,284052624,12022016,-19
C00237198,PA,15012,12312016,-2700
C00546846,FL,324087404,12082016,500
C00438747,CO,80118,12162016,100
C00580100,CA,91606,12092016,50
C00608398,NY,10803,12062016,250
C00580100,NC,28145,12012016,1050
C00010603,MD,208173021,12212016,100
C00010603,IL,606221483,12282016,50
C00458000,PA,19446,12182016,10
C00010603,CA,900242586,12132016,100
C00010603,PA,152413121,12042016,50
C00010603,CA,952045111,12162016,25
C00010603,KY,411012716,12282016,25
C00010603,OH,441063320,12062016,50
C00581199,NJ,08550,12022016,100
C00010603,CA,945234228,12062016,250
C00458000,OH,432022750,12182016,3
C00033555,GA,30620,12012016,5
C00230789,VA,23462,12022016,25
C00010603,OK,740752142,12012016,25
C00010603,ME,046311518,12172016,10
C00010603,PA,190721159,12132016,100
C00458000,CA,956674601,12112016,5
C00002972,DC,200026213,12082016,41
C00540112,WA,98275,12232016,50
C00580100,WA,98053,12172016,59
C00497859,CA,90064,12312016,500
C00010603,NY,100381864,12222016,28
C00010603,NY,105521106,12282016,100
C00581199,CA,94133,12112016,500
C00002972,DE,199753964,12142016,100
C00033555,GA,30078,12152016,10
C00010603,CA,949659757,12032016,25
C00580100,VA,22066,11302016,250
C00010603,CA,941143029,12032016,100
C00550491,DC,20006,12062016,200
C00010603,CA,939215145,12152016,25
C00010603,CA,949411113,12262016,10
C00581199,WA,98007,12032016,500
C00010603,CA,951173602,12022016,50
C00010603,FL,328043663,12192016,10
C00010603,VA,221521745,12312016,10
C00580100,PA,19040,12012016,1984
C00010603,CA,921306823,12062016,25
C00575795,AZ,850204731,12012016,-50
C00406892,CA,95054,12312016,76
C00428094,CO,80113,12162016,12
C00010603,MA,024457643,12252016,10
C00010603,IN,46033,12122016,100
C00578013,MD,212081858,12122016,50
C00580100,IA,52253,12082016,212
C00042366,CA,940222669,12092016,200
C00580100,WA,98053,12102016,74
C00237198,SC,29401,12312016,-2700
C00002972,CO,802383497,12122016,20
C00010603,NY,139054222,12302016,10
C00544957,OH,45434,12312016,200
C00580100,WA,98053,12212016,-74
C00010603,IL,606146018,12162016,50
C00458000,PA,151431019,12252016,25
C00019331,WI,537264051,12052016,120
C00010603,CA,900464912,12062016,50
C00002972,OK,746302014,12162016,20
C00580100,TN,38573,12302016,1000
C00610212,FL,34102,12172016,-2700
C00010603,OH,447301440,12112016,100
C00010603,CA,945011107,12012016,10
C00010603,OH,452201616,12172016,25
C00010603,CA,943062645,12172016,20
C00010603,CA,954031778,12162016,10
C00580100,IN,47130,12222016,250
C00580100,MA,02115,12012016,2700
C00073056,FL,336125554,12312016,22
C00580100,MI,48383,12092016,202
C00341800,DC,20003,12302016,30
C00010603,WA,985328901,12222016,25
C00458000,MI,48104,12182016,2
C00458000,OR,97520,12182016,6
C00001305,VA,23322,12132016,250
C00010603,CA,958216211,12062016,75
C00010603,CA,904022025,12252016,20
C00237198,TX,79765,12312016,-2300
C00033555,GA,30096,12222016,10
C00230789,VA,22201,12022016,58
C00608398,LA,70401,12012016,500
C00010603,FL,333241359,12212016,25
C00010603,IL,606072413,12172016,50
C00010603,FL,336471124,11302016,500
C00021121,NY,14048,12012016,300
C00010603,MA,021144010,12072016,10
C00010603,CA,930352723,12252016,25
C00610212,FL,320824401,12172016,-2700
C00197863,NY,11721,12012016,230
C00425975,CO,802020000,12302016,75
C00580100,IL,62285,12162016,100
C00010603,PA,190461727,12302016,250
C00010603,AL,361178482,12062016,50
C00010603,CA,945534907,12102016,25
C00010603,MD,208863921,12172016,25
C00010603,OK,744038659,12202016,10
C00010603,MD,212101051,12272016,100
C00495358,CA,913564442,12032016,50
C00010603,FL,327574405,12272016,10
C00010603,KS,660492014,12072016,50
C00010603,WI,537172145,12272016,10
C00002972,IA,51449,12022016,500
C00033555,GA,30180,12082016,5
C00010603,CA,900103601,12252016,25
C00010603,CA,926485550,11302016,25
C00458000,CA,92115,12112016,5
C00010603,MD,209124730,12102016,25
C00461046,PA,156019051,12162016,5400
C00608398,LA,71055,12012016,2300
C00458000,VA,201913907,12182016,12
C00577999,VA,220463311,12302016,500
C00575795,CA,94602,12142016,50
C00010603,TX,750934533,12192016,25
C00010603,MA,024466636,12282016,50
C00010603,FL,328095040,12072016,25
C00608398,LA,70605,12082016,2700
C00394593,LA,708193600,12152016,2500
C00580100,TX,77498,12242016,-250
C00010603,NC,270509753,12092016,10
C00010603,WA,980757491,12282016,25
C00010603,NY,140511564,11302016,100
C00010603,KY,402071505,12272016,25
C00270934,OH,44708,12142016,140
C00010603,NJ,070422317,11302016,10
C00021121,NY,10541,12312016,25
C00428094,MN,56071,12022016,17
C00010603,FL,329373215,12282016,10
C00458000,NH,,12112016,1
C00021121,NY,11782,12052016,5
C00217877,CA,95650,12302016,41
C00010603,FL,327659193,12192016,50
C00540112,WA,98498,12232016,50
C00458000,CA,945264310,12182016,25
C00010603,NC,274551536,12092016,100
C00010603,CO,802204569,12252016,25
C00010603,WA,980046019,12232016,10
C00010603,TX,787048701,12192016,25
C00540112,WA,98332,12232016,25
C00010603,NY,104626904,12292016,3
C00581199,MA,02472,12072016,400
C00010603,AK,995084551,12012016,50
C00010603,MA,021381401,12282016,25
C00574889,IL,600896343,12282016,100
C00458000,NY,145609628,12182016,100
C00580100,AL,36527,12172016,217
C00010603,MN,554214220,12142016,25
C00458000,NJ,,12112016,25
C00010603,FL,327712538,12222016,25
C00575795,CA,910111505,12232016,-38
C00019331,WI,53589,12172016,25
C00286807,GA,30223,12202016,20
C00580100,OK,74354,12012016,250
C00010603,CA,933067568,12212016,25
C00010603,CA,945582262,12282016,25
C00580100,FL,32408,12012016,1300
C00580100,WA,98075,12032016,300
C00010603,DC,200032112,12222016,25
C00580100,CA,93536,12162016,250
C00002972,OR,974050903,12232016,1000
C00575795,NV,891214457,12052016,25
C00010603,GA,313133151,12282016,10
C00580100,FL,32119,12012016,300
C00073056,CA,926535834,11302016,25
C00002972,FL,335237470,12052016,20
C00010603,DC,200032102,12062016,100
C00010603,WI,531405218,12282016,50
C00021121,NM,88130,12152016,240
C00010603,CO,802274013,12282016,10
C00580100,WA,98053,12102016,74
C00010603,NC,285607304,12282016,10
C00575795,AK,995591107,12292016,100
C00010603,OR,973850718,12282016,12
C00458000,CA,92143,12042016,6
C00458000,DC,200073343,12312016,3
C00019331,WI,53132,12112016,25
C00267849,PA,170628910,12312016,20
C00267849,FL,334149023,12312016,25
C00010603,CA,951241225,12062016,1000
C00580100,MA,02446,12282016,1000
C00608398,LA,70437,12052016,2700
C00343459,NY,100656800,12132016,500
C00010603,FL,322114640,12072016,25
C00580100,WI,53158,12142016,200
C00010603,KY,402072309,12142016,25
C00010603,NC,282106311,12162016,25
C00010603,MN,559012907,12232016,25
C00010603,VA,222063324,12172016,50
C00002972,CO,800311999,12122016,20
C00010603,CA,943011453,12152016,10
C00237198,TX,76107,12312016,-2300
C00019331,WI,532153536,11302016,25
C00010603,PA,168012569,12062016,100
C00010603,GA,300846717,12282016,25
C00010603,WI,535454362,12062016,25
C00523225,MA,01057,12232016,40
C00010603,NY,123096114,12272016,25
C00002972,VA,220424003,12082016,41
C00286807,GA,30101,12202016,20
C00174227,DC,20003,12302016,500
C00010603,CA,956160965,12162016,25
C00575795,NM,875072550,12102016,250
C00286807,IL,60453,12202016,32
C00010603,IL,603041524,12082016,5
C00230789,OH,45431,12022016,10
C00010603,FL,322103415,12142016,25
C00010603,NC,275079450,12142016,10
C00002972,NV,893151000,12212016,250
C00010603,TN,374213919,12282016,10
C00010603,DC,200026505,12282016,50
C00033555,KY,40729,12292016,5
C00581199,CA,93117,11302016,500
C00458000,CA,91750,12182016,1
C00458000,CA,913204970,12042016,25
C00458000,FL,342318962,12312016,25
C00425975,AR,722120000,12162016,20
C00010603,FL,33921,12222016,100
C00042366,DC,200062304,12302016,1800
C00010603,NY,100287909,12022016,250
C00010603,NY,100264127,12072016,25
C00550491,DC,20006,12062016,100
C00580100,NY,10025,12152016,235
C00581199,CA,94709,11302016,50
C00010603,NY,105834506,12152016,100
C00580100,FL,33060,12012016,-201
C00010603,CA,900392053,12072016,10
C00217877,CA,94583,12302016,41
C00362707,CA,95134,12312016,75
C00580100,TX,76273,12012016,5200
C00010603,MN,553453231,12282016,20
C00458000,CT,,12312016,10
C00010603,CO,802318063,12222016,50
C00575795,KS,672061169,12092016,-25
C00333658,CA,94010,12282016,31
C00010603,PA,184071777,12142016,10
C00580100,TX,78589,12082016,-325
C00010603,TX,786816326,12042016,10
C00560599,MI,48893,12022016,25
C00425975,NC,281050000,12022016,12
C00010603,AL,364514392,12082016,25
C00458000,CA,94602,12182016,6
C00580100,AZ,86327,12012016,328
C00575795,CA,917243551,12032016,25
C00580100,NY,11220,12312016,250
C00010603,NC,285607304,12282016,10
C00458000,FL,33444,12312016,25
C00033555,GA,31792,12012016,5
C00010603,MD,211141194,12282016,50
C00010603,OK,735078837,12182016,10
C00580100,NM,87068,12102016,-1000
C00610212,NY,100132093,12102016,2300
C00581199,OH,43031,12022016,250
C00010603,OR,976039581,12202016,10
C00438747,MN,56283,12162016,50
C00425975,NE,685080000,12302016,30
C00575795,NY,100244045,12142016,200
C00010603,CA,941184217,12092016,50
C00010603,MI,499312729,12072016,50
C00010603,WA,980758017,12062016,100
