FEC ID,STATE,STATE ABBREVIATION,GENERAL ELECTION DATE,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,GENERAL RESULTS,TOTAL VOTES #,GENERAL %,WINNER INDICATOR
P60022787,Maryland,MD,11/8/16,Michael A.,Maturen,"Maturen, Michael A.",,W,504,,0.02%,
P60022787,Michigan,MI,11/8/16,Michael A.,Maturen,"Maturen, Michael A.",,W,517,,0.01%,
P60022787,Minnesota,MN,11/8/16,Michael Andrew,Maturen,"Maturen, Michael Andrew",,W,244,,0.01%,
P60022787,New York,NY,11/8/16,Michael A.,Maturen,"Maturen, Michael A.",,W,458,,0.01%,
P60022787,Ohio,OH,11/8/16,Michael Andrew,Maturen,"Maturen, Michael Andrew",,W,552,,0.01%,
P60022787,Rhode Island,RI,11/8/16,,Michael Maturen - American Solidarity Party,"Maturen, Michael - American Solidarity Party",,W,34,,0.01%,
P60022787,Texas,TX,11/8/16,Michael A.,Maturen,"Maturen, Michael A.",,W,"1,401",,0.02%,
P60022787,Vermont,VT,11/8/16,Michael,Maturen,"Maturen, Michael",,W,14,,0.00%,
P60022787,Wisconsin,WI,11/8/16,Michael A.,Maturen,"Maturen, Michael A.",,W,284,,0.01%,
P60023074,New York,NY,11/8/16,Gary S.,Canns,"Canns, Gary S.",,W,5,,0.00%,
P60023207,Georgia,GA,11/8/16,Scott,Cubbler,"Cubbler, Scott",,W,24,,0.00%,
P60023207,Kentucky,KY,11/8/16,Scott,Cubbler,"Cubbler, Scott",,W,6,,0.00%,
P60023207,Texas,TX,11/8/16,Scott,Cubbler,"Cubbler, Scott",,W,314,,0.00%,
P60023322,Arizona,AZ,11/8/16,Mitchell,In-Albon,"In-Albon, Mitchell",,W,24,,0.00%,
P60023611,Maryland,MD,11/8/16,Kora Roberta Katz,Vakil,"Vakil, Kora Roberta Katz",,W,1,,0.00%,
P60023686,Illinois,IL,11/8/16,Joann,Breivogel,"Breivogel, Joann",,W,12,,0.00%,
P60023686,Maryland,MD,11/8/16,Joann,Breivogel,"Breivogel, Joann",,W,20,,0.00%,
P80000268,New York,NY,11/8/16,Willie ,Carter,"Carter, Willie ",,W,18,,0.00%,
P80000722,New Hampshire,NH,11/8/16,Joe  ,Biden,"Biden, Joe  ",,W,55,,0.01%,
P80000722,Rhode Island,RI,11/8/16,Joe (Joseph),Biden,"Biden, Joe (Joseph)",,W,160,,0.03%,
P80000722,Vermont,VT,11/8/16,Joe,Biden,"Biden, Joe",,W,57,,0.02%,
P80000748,Rhode Island,RI,11/8/16,Ron,Paul,"Paul, Ron",,W,11,,0.00%,
P80000748,Vermont,VT,11/8/16,Ron,Paul,"Paul, Ron",,W,25,,0.01%,
P80002801,New Hampshire,NH,11/8/16,John,McCain,"McCain, John",,W,127,,0.02%,
P80002801,Rhode Island,RI,11/8/16,John,McCain,"McCain, John",,W,124,,0.03%,
P80002801,Vermont,VT,11/8/16,John,McCain,"McCain, John",,W,76,,0.02%,
P80003338,Rhode Island,RI,11/8/16,Barack,Obama,"Obama, Barack",,W,13,,0.00%,
P80003338,Vermont,VT,11/8/16,Barack,Obama,"Obama, Barack",,W,8,,0.00%,
P80003353,New Hampshire,NH,11/8/16,Mitt,Romney,"Romney, Mitt",,W,540,,0.07%,
P80003353,Rhode Island,RI,11/8/16,Mitt,Romney,"Romney, Mitt",,W,273,,0.06%,
P80003353,Vermont,VT,11/8/16,Mitt,Romney,"Romney, Mitt",,W,120,,0.04%,
P80003478,Rhode Island,RI,11/8/16,Mike,Huckabee,"Huckabee, Mike",,W,9,,0.00%,
P80003478,Vermont,VT,11/8/16,Mike,Huckabee,"Huckabee, Mike",,W,11,,0.00%,
P80003643,Georgia,GA,11/8/16,Claire Elisabeth,Elliott,"Elliott, Claire Elisabeth",,W,15,,0.00%,
P80004740,Rhode Island,RI,11/8/16,Michael,Bloomberg,"Bloomberg, Michael",,W,32,,0.01%,
P80004740,Vermont,VT,11/8/16,Michael,Bloomberg,"Bloomberg, Michael",,W,22,,0.01%,
P80004989,Delaware,DE,11/8/16,Star,Locke,"Locke, Star",,W,1,,0.00%,
P80004989,Maryland,MD,11/8/16,Star,Locke,"Locke, Star",,W,10,,0.00%,
P80005473,Vermont,VT,11/8/16,Alyson Kennedy,Osborne,"Osborne, Alyson Kennedy",,W,2,,0.00%,
P80005572,Connecticut,CT,11/8/16,Gloria,La Riva,"La Riva, Gloria",,W,41,,0.00%,
P80005572,Delaware,DE,11/8/16,Gloria,LaRiva,"LaRiva, Gloria",,W,3,,0.00%,
P80005572,Kansas,KS,11/8/16,Gloria,La Riva,"La Riva, Gloria",,W,7,,0.00%,
P80005572,Maryland,MD,11/8/16,Gloria,La Riva,"La Riva, Gloria",,W,48,,0.00%,
P80005572,Minnesota,MN,11/8/16,Gloria,La Riva,"La Riva, Gloria",,W,12,,0.00%,
P80005572,New York,NY,11/8/16,Gloria,La Riva,"La Riva, Gloria",,W,175,,0.00%,
P80005572,Rhode Island,RI,11/8/16,Gloria,LaRiva,"LaRiva, Gloria",,W,8,,0.00%,
P80005572,West Virginia,WV,11/8/16,Gloria,Lariva,"Lariva, Gloria",,W,2,,0.00%,
,Maryland,MD,11/8/16,Michael David,Boyles,"Boyles, Michael David",,W,5,,0.00%,
,Rhode Island,RI,11/8/16,Roger,Williams,"Williams, Roger",,W,7,,0.00%,
P60009917,Colorado,CO,11/8/16,Chris,Keniston,"Keniston, Chris",,VPA,"5,028",,0.18%,
P60009917,Louisiana,LA,11/8/16,Chris ,Keniston,"Keniston, Chris ",,VP,"1,881",,0.09%,
P60021102,Michigan,MI,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,UST,"16,139",,0.34%,
,Colorado,CO,11/8/16,Ryan Alan,Scott,"Scott, Ryan Alan",,UN,749,,0.03%,
P20003984,Utah,UT,11/8/16,Jill,Stein,"Stein, Jill",,UN,"9,438",,0.83%,
P60004405,Utah,UT,11/8/16,Monica ,Moorehead,"Moorehead, Monica ",,UN,544,,0.05%,
P60016342,Utah,UT,11/8/16,"""Rocky"" Roque",de la Fuente,"de la Fuente, ""Rocky"" Roque",,UN,883,,0.08%,
P60016623,Colorado,CO,11/8/16,Mike,Smith,"Smith, Mike",,UN,"1,819",,0.07%,
P60022654,Colorado,CO,11/8/16,Evan,McMullin,"McMullin, Evan",,UN,"28,917",,1.04%,
P60022654,Utah,UT,11/8/16,Evan,McMullin,"McMullin, Evan",,UN,"243,690",,21.54%,
P80005473,Utah,UT,11/8/16,Alyson,Kennedy,"Kennedy, Alyson",,UN,521,,0.05%,
P80005473,Colorado,CO,11/8/16,Alyson,Kennedy,"Kennedy, Alyson",,SWP,452,,0.02%,
P80005473,Louisiana,LA,11/8/16,Alyson,Kennedy,"Kennedy, Alyson",,SWP,480,,0.02%,
P80005473,Minnesota,MN,11/8/16,Alyson,Kennedy,"Kennedy, Alyson",,SWP,"1,672",,0.06%,
P80005473,New Jersey,NJ,11/8/16,Alyson,Kennedy,"Kennedy, Alyson",,SWP,"2,156",,0.06%,
P80005473,Washington,WA,11/8/16,Alyson,Kennedy,"Kennedy, Alyson",,SWP,"4,307",,0.13%,
P20003984,District of Columbia,DC,11/8/16,Jill,Stein,"Stein, Jill",,STG,"4,258",,1.37%,
P60018017,Colorado,CO,11/8/16,Emidio,Soltysik,"Soltysik, Emidio",,SOC,271,,0.01%,
P80005572,Colorado,CO,11/8/16,Gloria Estela,La Riva,"La Riva, Gloria Estela",,SLP,531,,0.02%,
P80005572,Louisiana,LA,11/8/16,Gloria,La Riva,"La Riva, Gloria",,SLP,446,,0.02%,
P80005572,New Jersey,NJ,11/8/16,Gloria,La Riva,"La Riva, Gloria",,SLP,"1,682",,0.04%,
P80005572,Washington,WA,11/8/16,Gloria Estela,La Riva,"La Riva, Gloria Estela",,SLP,"3,523",,0.11%,
P20004677,Louisiana,LA,11/8/16,Jerry,White,"White, Jerry",,SEA,370,,0.02%,
P60016342,Florida,FL,11/8/16,Roque (Rocky),De La Fuente,"De La Fuente, Roque (Rocky)",,RPF,"9,108",,0.10%,
P80001571,California,CA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP/AIP,"4,483,814",,31.62%,
P80001571,Alabama,AL,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,318,255",,62.08%,W
P80001571,Alaska,AK,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"163,387",,51.28%,W
P80001571,Arizona,AZ,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,252,401",,48.67%,W
P80001571,Arkansas,AR,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"684,872",,60.57%,W
P80001571,Colorado,CO,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,202,484",,43.25%,
P80001571,Connecticut,CT,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"673,215",,40.93%,
P80001571,Delaware,DE,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"185,127",,41.71%,
P80001571,District of Columbia,DC,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"12,723",,4.09%,
P80001571,Florida,FL,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"4,617,886",,49.02%,W
P80001571,Georgia,GA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"2,089,104",,50.77%,W
P80001571,Hawaii,HI,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"128,847",,30.04%,
P80001571,Idaho,ID,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"409,055",,59.26%,W
P80001571,Illinois,IL,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"2,146,015",,38.76%,
P80001571,Indiana,IN,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,557,286",,56.94%,W
P80001571,Iowa,IA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"800,983",,51.15%,W
P80001571,Kansas,KS,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"671,018",,56.65%,W
P80001571,Kentucky,KY,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,202,971",,62.52%,W
P80001571,Louisiana,LA,11/8/16,Donald,Trump,"Trump, Donald",,REP,"1,178,638",,58.09%,W
P80001571,Maine,ME,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"335,593",,44.87%,
P80001571,Maryland,MD,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"943,169",,33.91%,
P80001571,Massachusetts,MA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,090,893",,32.81%,
P80001571,Michigan,MI,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"2,279,543",,47.50%,W
P80001571,Minnesota,MN,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,322,951",,44.92%,
P80001571,Mississippi,MS,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"700,714",,57.94%,W
P80001571,Missouri,MO,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,594,511",,56.77%,W
P80001571,Montana,MT,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"279,240",,56.17%,W
P80001571,Nebraska,NE,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"495,961",,58.75%,W
P80001571,Nevada,NV,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"512,058",,45.50%,
P80001571,New Hampshire,NH,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"345,790",,46.46%,
P80001571,New Jersey,NJ,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,601,933",,41.35%,
P80001571,New Mexico,NM,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"319,667",,40.04%,
P80001571,New York,NY,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"2,527,141",,32.73%,
P80001571,North Carolina,NC,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"2,362,631",,49.83%,W
P80001571,North Dakota,ND,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"216,794",,62.96%,W
P80001571,Ohio,OH,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"2,841,005",,51.69%,W
P80001571,Oklahoma,OK,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"949,136",,65.32%,W
P80001571,Oregon,OR,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"782,403",,39.09%,
P80001571,Pennsylvania,PA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"2,970,733",,48.18%,W
P80001571,Rhode Island,RI,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"180,543",,38.90%,
P80001571,South Carolina,SC,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,155,389",,54.94%,W
P80001571,South Dakota,SD,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"227,721",,61.53%,W
P80001571,Tennessee,TN,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,522,925",,60.72%,W
P80001571,Texas,TX,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"4,685,047",,52.23%,W
P80001571,Utah,UT,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"515,231",,45.54%,W
P80001571,Vermont,VT,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"95,369",,30.27%,
P80001571,Virginia,VA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,769,443",,44.41%,
P80001571,Washington,WA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,221,747",,36.83%,
P80001571,West Virginia,WV,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"489,371",,68.50%,W
P80001571,Wisconsin,WI,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,405,284",,47.22%,W
P80001571,Wyoming,WY,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"174,419",,68.17%,W
P80005572,Iowa,IA,11/8/16,Gloria,La Riva,"La Riva, Gloria",,PSL,323,,0.02%,
P80005572,New Mexico,NM,11/8/16,Gloria,La Riva,"La Riva, Gloria",,PSL,"1,184",,0.15%,
P20003984,Oregon,OR,11/8/16,Jill,Stein,"Stein, Jill",,PG/PRO,"50,002",,2.50%,
P80005572,California,CA,11/8/16,Gloria Estela,La Riva,"La Riva, Gloria Estela",,PAF,"66,101",,0.47%,
P60017340,Colorado,CO,11/8/16,James,Hedges,"Hedges, James",,P,185,,0.01%,
P60017340,Mississippi,MS,11/8/16,Jim,Hedges,"Hedges, Jim",,P,715,,0.06%,
P60017035,Colorado,CO,11/8/16,Rod,Silva,"Silva, Rod",,NTP,751,,0.03%,
P60023504,Colorado,CO,11/8/16,Bradford,Lyttle,"Lyttle, Bradford",,NRP,382,,0.01%,
P60016342,Nevada,NV,11/8/16,"Roque ""Rocky""",De La Fuente,"De La Fuente, Roque ""Rocky""",,NPY,"2,552",,0.23%,
P60005808,Iowa,IA,11/8/16,Lynn ,Kahn,"Kahn, Lynn ",,NPI,"2,247",,0.14%,
P60016342,Iowa,IA,11/8/16,Rocky Roque,De La Fuente,"De La Fuente, Rocky Roque",,NP,451,,0.03%,
P60022654,Iowa,IA,11/8/16,Evan,McMullin,"McMullin, Evan",,NP,"12,366",,0.79%,
P60018017,Michigan,MI,11/8/16,Emidio Mimi,Soltysik,"Soltysik, Emidio Mimi",,NLP,"2,209",,0.05%,
P60016342,Alaska,AK,11/8/16,Roque,De La Fuente,"De La Fuente, Roque",,NAF,"1,240",,0.39%,
,Ohio,OH,11/8/16,Richard,Duncan,"Duncan, Richard",,N,"24,235",,0.44%,
P20002671,Ohio,OH,11/8/16,Gary ,Johnson,"Johnson, Gary ",,N,"174,498",,3.17%,
P20003984,West Virginia,WV,11/8/16,Jill,Stein,"Stein, Jill",,MTP,"8,075",,1.13%,
P20004768,Louisiana,LA,11/8/16,Princess,Jacob,"Jacob, Princess",,LTC,749,,0.04%,
,Iowa,IA,11/8/16,Dan R. ,Vacek,"Vacek, Dan R. ",,LMN,"2,246",,0.14%,
,Minnesota,MN,11/8/16,Dan R. ,Vacek,"Vacek, Dan R. ",,LMN,"11,291",,0.38%,
P20002671,Alaska,AK,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"18,725",,5.88%,
P20002671,Arizona,AZ,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"106,327",,4.13%,
P20002671,Arkansas,AR,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"29,949",,2.65%,
P20002671,California,CA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"478,500",,3.37%,
P20002671,Colorado,CO,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"144,121",,5.18%,
P20002671,Connecticut,CT,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"48,676",,2.96%,
P20002671,Delaware,DE,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"14,757",,3.33%,
P20002671,District of Columbia,DC,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"4,906",,1.58%,
P20002671,Georgia,GA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"125,306",,3.05%,
P20002671,Hawaii,HI,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"15,954",,3.72%,
P20002671,Idaho,ID,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"28,331",,4.10%,
P20002671,Illinois,IL,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"209,596",,3.79%,
P20002671,Indiana,IN,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"133,993",,4.90%,
P20002671,Iowa,IA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"59,186",,3.78%,
P20002671,Kansas,KS,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"55,406",,4.68%,
P20002671,Kentucky,KY,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"53,752",,2.79%,
P20002671,Louisiana,LA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"37,978",,1.87%,
P20002671,Maine,ME,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"38,105",,5.09%,
P20002671,Maryland,MD,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"79,605",,2.86%,
P20002671,Massachusetts,MA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"138,018",,4.15%,
P20002671,Michigan,MI,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"172,136",,3.59%,
P20002671,Minnesota,MN,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"112,972",,3.84%,
P20002671,Mississippi,MS,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"14,435",,1.19%,
P20002671,Missouri,MO,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"97,359",,3.47%,
P20002671,Montana,MT,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"28,037",,5.64%,
P20002671,Nebraska,NE,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"38,946",,4.61%,
P20002671,Nevada,NV,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"37,384",,3.32%,
P20002671,New Hampshire,NH,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"30,777",,4.14%,
P20002671,New Jersey,NJ,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"72,477",,1.87%,
P20002671,New Mexico,NM,11/8/16,Gary ,Johnson,"Johnson, Gary ",,LIB,"74,541",,9.34%,
P20002671,New York,NY,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"57,438",,0.74%,
P20002671,North Carolina,NC,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"130,126",,2.74%,
P20002671,North Dakota,ND,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"21,434",,6.22%,
P20002671,Oklahoma,OK,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"83,481",,5.75%,
P20002671,Oregon,OR,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"94,231",,4.71%,
P20002671,Pennsylvania,PA,11/8/16,Gary E.,Johnson,"Johnson, Gary E.",,LIB,"146,715",,2.38%,
P20002671,Rhode Island,RI,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"14,746",,3.18%,
P20002671,South Carolina,SC,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"49,204",,2.34%,
P20002671,South Dakota,SD,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"20,850",,5.63%,
P20002671,Texas,TX,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"283,492",,3.16%,
P20002671,Utah,UT,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"39,608",,3.50%,
P20002671,Vermont,VT,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"10,078",,3.20%,
P20002671,Virginia,VA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"118,274",,2.97%,
P20002671,Washington,WA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"160,879",,4.85%,
P20002671,West Virginia,WV,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"23,004",,3.22%,
P20002671,Wisconsin,WI,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"106,674",,3.58%,
P20002671,Wyoming,WY,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"13,287",,5.19%,
P20005260,Louisiana,LA,11/8/16,Tom ,Hoefling,"Hoefling, Tom ",,LFC,"1,581",,0.08%,
P80005572,Vermont,VT,11/8/16,Gloria,La Riva,"La Riva, Gloria",,LBU,327,,0.10%,
P20002671,Florida,FL,11/8/16,Gary,Johnson,"Johnson, Gary",,LBF,"207,043",,2.20%,
P20004511,Colorado,CO,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,KFP,392,,0.01%,
P60018249,Colorado,CO,11/8/16,Joseph Allen,Maldonado,"Maldonado, Joseph Allen",,IPC,872,,0.03%,
P20004511,Louisiana,LA,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,IOC,"1,048",,0.05%,
,Indiana,IN,11/8/16,Ray C.,Brown,"Brown, Ray C.",,IND,11,,0.00%,
P20002671,Alabama,AL,11/8/16,Gary,Johnson,"Johnson, Gary",,IND,"44,467",,2.09%,
P20002671,Tennessee,TN,11/8/16,Gary,Johnson,"Johnson, Gary",,IND,"70,397",,2.81%,
P20003984,Alabama,AL,11/8/16,Jill,Stein,"Stein, Jill",,IND,"9,391",,0.44%,
P20003984,Idaho,ID,11/8/16,Jill,Stein,"Stein, Jill",,IND,"8,496",,1.23%,
P20003984,Kansas,KS,11/8/16,Jill,Stein,"Stein, Jill",,IND,"23,506",,1.98%,
P20003984,Tennessee,TN,11/8/16,Jill,Stein,"Stein, Jill",,IND,"15,993",,0.64%,
P20003984,Wyoming,WY,11/8/16,Jill,Stein,"Stein, Jill",,IND,"2,515",,0.98%,
P60005808,Arkansas,AR,11/8/16,Lynn S.,Kahn,"Kahn, Lynn S.",,IND,"3,390",,0.30%,
P60016342,Idaho,ID,11/8/16,Rocky,De La Fuente,"De La Fuente, Rocky",,IND,"1,373",,0.20%,
P60016342,Tennessee,TN,11/8/16,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,IND,"4,075",,0.16%,
P60016342,Vermont,VT,11/8/16,Rocky ,De La Fuente,"De La Fuente, Rocky ",,IND,"1,063",,0.34%,
P60016342,Wyoming,WY,11/8/16,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,IND,709,,0.28%,
P60016623,Tennessee,TN,11/8/16,Mike,Smith,"Smith, Mike",,IND,"7,276",,0.29%,
P60017340,Arkansas,AR,11/8/16,Jim,Hedges,"Hedges, Jim",,IND,"4,709",,0.42%,
P60021102,Idaho,ID,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,IND,"4,403",,0.64%,
P60022654,Idaho,ID,11/8/16,Evan,McMullin,"McMullin, Evan",,IND,"46,476",,6.73%,
P60022654,Kentucky,KY,11/8/16,Evan,McMullin,"McMullin, Evan",,IND,"22,780",,1.18%,
P60022654,Virginia,VA,11/8/16,Evan,McMullin,"McMullin, Evan",,IND,"54,054",,1.36%,
P80005473,Tennessee,TN,11/8/16,Alyson,Kennedy,"Kennedy, Alyson",,IND,"2,877",,0.11%,
P20003984,Iowa,IA,11/8/16,Jill,Stein,"Stein, Jill",,IG,"11,479",,0.73%,
P20002671,New York,NY,11/8/16,Gary,Johnson,"Johnson, Gary",,IDP,"119,160",,1.54%,
P60022654,Minnesota,MN,11/8/16,Evan,McMullin,"McMullin, Evan",,IDP,"53,076",,1.80%,
P60022654,South Carolina,SC,11/8/16,Evan,McMullin,"McMullin, Evan",,IDP,"21,016",,1.00%,
P60009875,Utah,UT,11/8/16,Rocky,Giordani,"Giordani, Rocky",,IAP,"2,752",,0.24%,
P60015419,Colorado,CO,11/8/16,Kyle Kenley,Kopitke,"Kopitke, Kyle Kenley",,IAP,"1,096",,0.04%,
P60021102,Nevada,NV,11/8/16,Darrell,Castle,"Castle, Darrell",,IAP,"5,268",,0.47%,
P20003984,Alaska,AK,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"5,735",,1.80%,
P20003984,Arizona,AZ,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"34,345",,1.33%,
P20003984,Arkansas,AR,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"9,473",,0.84%,
P20003984,California,CA,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"278,658",,1.96%,
P20003984,Colorado,CO,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"38,437",,1.38%,
P20003984,Connecticut,CT,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"22,841",,1.39%,
P20003984,Delaware,DE,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"6,103",,1.38%,
P20003984,Hawaii,HI,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"12,737",,2.97%,
P20003984,Illinois,IL,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"76,802",,1.39%,
P20003984,Kentucky,KY,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"13,913",,0.72%,
P20003984,Louisiana,LA,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"14,031",,0.69%,
P20003984,Maryland,MD,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"35,945",,1.29%,
P20003984,Michigan,MI,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"51,463",,1.07%,
P20003984,Minnesota,MN,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"36,985",,1.26%,
P20003984,Mississippi,MS,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"3,731",,0.31%,
P20003984,Missouri,MO,11/8/16,Jill ,Stein,"Stein, Jill ",,GRE,"25,419",,0.91%,
P20003984,Montana,MT,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"7,970",,1.60%,
P20003984,New Hampshire,NH,11/8/16,Jill ,Stein,"Stein, Jill ",,GRE,"6,496",,0.87%,
P20003984,New Jersey,NJ,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"37,772",,0.98%,
P20003984,New Mexico,NM,11/8/16,Jill ,Stein,"Stein, Jill ",,GRE,"9,879",,1.24%,
P20003984,New York,NY,11/8/16,Jill ,Stein,"Stein, Jill ",,GRE,"107,935",,1.40%,
P20003984,North Dakota,ND,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"3,780",,1.10%,
P20003984,Ohio,OH,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"46,271",,0.84%,
P20003984,Pennsylvania,PA,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"49,941",,0.81%,
