"","V1","V2","V3","V4","V5","V6","V7"
"2159","H4NY04117",2014,2016,"C00559690","H","P",203838
"2160","H4NY04125",2014,2016,"C00570135","H","P",203839
"2161","H4NY05098",2016,2016,"C00561118","H","A",203840
"2162","H4NY05098",2016,2016,"C00561126","H","P",203841
"2163","H4NY05106",2014,2016,"C00564732","H","P",203842
"2164","H4NY07011",2014,2016,"C00165241","H","P",203843
"2165","H4NY09090",2016,2016,"C00613182","H","P",211032
"2166","H4NY11138",2016,2016,"C00415331","H","P",203846
"2167","H4NY11138",2016,2016,"C00398941","H","A",203845
"2168","H4NY13076",2016,2016,"C00564955","H","P",203847
"2169","H4NY13084",2014,2016,"C00563189","H","P",203848
"2170","H4NY15071",2016,2016,"C00542761","H","P",203850
"2171","H4NY15071",2016,2016,"C00471961","H","A",203849
"2172","H4NY17135",2014,2016,"C00574426","H","P",209224
"2173","H4NY17135",2014,2016,"C00557512","H","A",203851
"2174","H4NY18091",2014,2016,"C00554279","H","P",203852
"2175","H4NY18109",2016,2016,"C00565465","H","P",203853
"2176","H4NY19115",2014,2016,"C00557280","Y","J",203855
"2177","H4NY19115",2014,2016,"C00541227","H","P",203854
"2178","H4NY20121",2014,2016,"C00554345","H","P",203856
"2179","H4NY21079",2016,2016,"C00573469","H","J",209170
"2180","H4NY21079",2016,2016,"C00566216","N","J",203860
"2181","H4NY21079",2016,2016,"C00568048","H","J",203862
"2182","H4NY21079",2016,2016,"C00567677","H","J",203861
"2183","H4NY21079",2016,2016,"C00558577","H","J",203859
"2184","H4NY21079",2016,2016,"C00558361","H","J",203858
"2185","H4NY21079",2016,2016,"C00547893","H","P",203857
"2186","H4NY21087",2014,2016,"C00548032","H","P",203863
"2187","H4NY21103",2014,2016,"C00557611","H","P",203864
"2188","H4NY21111",2016,2016,"C00563551","H","P",203865
"2189","H4NY22051",2016,2016,"C00561183","H","P",203866
"2190","H4NY23067",2014,2016,"C00543785","H","P",203867
"2191","H4NY24073",2016,2016,"C00573477","H","J",209155
"2192","H4NY24073",2016,2016,"C00556365","H","P",203868
"2193","H4NY24073",2016,2016,"C00566216","N","J",203869
"2194","H4NY24099",2014,2016,"C00557306","H","P",203870
"2195","H4NY24107",2014,2016,"C00557488","H","P",203871
"2196","H4NY25047",2014,2016,"C00559013","H","P",203872
"2197","H4NY26052",2014,2016,"C00560573","H","P",203873
"2198","H4NY27076",2016,2016,"C00401034","H","P",203874
"2199","H4NY27118",2014,2016,"C00560458","H","P",210812
"2200","H4NY29098",2016,2016,"C00555219","H","P",203875
"2201","H4NY29106",2004,2016,"C00393561","H","P",209239
"2202","H4OH01067",2014,2016,"C00545889","H","P",203876
"2203","H4OH02131",2016,2016,"C00590059","H","P",210162
"2204","H4OH02149",2014,2016,"C00545335","H","P",203877
"2205","H4OH02156",2014,2016,"C00554220","H","P",203878
"2206","H4OH03089",2014,2016,"C00559351","H","P",203879
"2207","H4OH04046",2016,2016,"C00560847","H","P",203880
"2208","H4OH06074",2014,2016,"C00547166","H","P",203881
"2209","H4OH06082",2014,2016,"C00557199","H","P",203882
"2210","H4OH07049",2016,2016,"C00558387","H","P",203883
"2211","H4OH08054",2016,2016,"C00549881","H","P",203884
"2212","H4OH08062",2016,2016,"C00551465","H","P",203885
"2213","H4OH08070",2014,2016,"C00550954","H","P",203886
"2214","H4OH09086",2014,2016,"C00556456","H","P",203887
"2215","H4OH09110",2016,2016,"C00563494","H","A",203888
"2216","H4OH09110",2016,2016,"C00589580","H","P",210137
"2217","H4OH10142",2014,2016,"C00546671","H","P",203889
"2218","H4OH10167",2016,2016,"C00565622","H","P",203890
"2219","H4OH12064",2014,2016,"C00550178","H","P",203891
"2220","H4OH12072",2014,2016,"C00552844","H","P",203892
"2221","H4OH14094",2006,2016,"C00394973","H","P",203893
"2222","H4OH14102",2016,2016,"C00538637","H","P",203894
"2223","H4OH14110",2016,2016,"C00556720","H","A",203895
"2224","H4OH14110",2016,2016,"C00580621","H","P",209593
"2225","H4OH16107",2014,2016,"C00561191","H","P",203896
"2226","H4OH16115",2014,2016,"C00558981","H","P",203897
"2227","H4OH19036",2012,2016,"C00284174","H","P",203898
"2228","H4OK02089",2012,2016,"C00410829","H","P",203899
"2229","H4OK02170",2016,2016,"C00562215","H","A",203900
"2230","H4OK02170",2016,2016,"C00607663","H","P",210669
"2231","H4OK03046",2014,2016,"C00558676","H","P",203901
"2232","H4OK05066",2016,2016,"C00437640","H","A",203902
"2233","H4OK05066",2016,2016,"C00517250","H","P",203903
"2234","H4OK05090",2014,2016,"C00554584","H","P",203904
"2235","H4OK05108",2014,2016,"C00555821","H","P",203905
"2236","H4OK05124",2014,2016,"C00557249","H","P",203906
"2237","H4OK05132",2016,2016,"C00558510","H","P",203907
"2238","H4OK05140",2014,2016,"C00561738","H","P",203908
"2239","H4OK06056",2016,2016,"C00287912","H","P",203909
"2240","H4OK06056",2016,2016,"C00526392","H","J",203910
"2241","H4OR01113",2014,2016,"C00556225","H","P",203911
"2242","H4OR02160",2014,2016,"C00551457","H","P",203912
"2243","H4OR02178",2014,2016,"C00558304","H","P",203913
"2244","H4OR03101",2014,2016,"C00552174","H","P",203914
"2245","H4OR03119",2014,2016,"C00563700","H","P",203915
"2246","H4OR05247",2014,2016,"C00560227","H","P",203916
"2247","H4PA00022",2014,2016,"C00543934","H","P",203917
"2248","H4PA00048",2014,2016,"C00560151","H","P",203918
"2249","H4PA01103",2014,2016,"C00560185","H","P",203919
"2250","H4PA02051",2016,2016,"C00568295","H","P",203920
"2251","H4PA03083",2014,2016,"C00553800","H","P",203921
"2252","H4PA03109",2014,2016,"C00554816","H","P",203922
"2253","H4PA05054",2014,2016,"C00550921","H","P",203923
"2254","H4PA05062",2016,2016,"C00555458","H","P",203924
"2255","H4PA06052",2016,2016,"C00553990","H","P",203925
"2256","H4PA07092",2016,2016,"C00560920","H","P",203926
"2257","H4PA08074",2016,2016,"C00475103","H","P",203927
"2258","H4PA08108",2014,2016,"C00543611","H","P",203928
"2259","H4PA08116",2016,2016,"C00544288","H","P",203929
"2260","H4PA09056",2016,2016,"C00545681","H","P",203930
"2261","H4PA10054",2014,2016,"C00557694","H","P",203931
"2262","H4PA10062",2014,2016,"C00561464","H","P",203932
"2263","H4PA11052",2014,2016,"C00568618","H","P",203933
"2264","H4PA12043",2016,2016,"C00543918","H","P",203934
"2265","H4PA12050",2014,2016,"C00549378","H","P",203935
"2266","H4PA13124",2014,2016,"C00389197","H","P",203936
"2267","H4PA13165",2014,2016,"C00542571","H","P",203937
"2268","H4PA13199",2016,2016,"C00543363","H","P",203938
"2269","H4PA13223",2014,2016,"C00554873","H","P",203939
"2270","H4PA13249",2014,2016,"C00558494","H","P",203940
"2271","H4PA15087",2016,2016,"C00386847","H","P",203941
"2272","H4PA16077",2016,2016,"C00560417","H","P",203942
"2273","H4PA16085",2014,2016,"C00557702","H","P",203943
"2274","H4PA17125",2014,2016,"C00548453","H","P",203944
"2275","H4PA17133",2014,2016,"C00557546","H","P",203945
"2276","H4PA17141",2016,2016,"C00558791","H","P",203946
"2277","H4PA18131",2016,2016,"C00290064","H","P",203947
"2278","H4PA21051",2008,2016,"C00283606","H","P",203948
"2279","H4PR00095",2016,2016,"C00567735","H","P",203949
"2280","H4RI01091",2014,2016,"C00549253","H","P",203950
"2281","H4RI01109",2014,2016,"C00561316","H","P",203951
"2282","H4RI01117",2014,2016,"C00560490","H","P",203952
"2283","H4RI01125",2014,2016,"C00563197","H","P",203953
"2284","H4RI01133",2016,2016,"C00571067","H","P",203954
"2285","H4RI02065",2016,2016,"C00623165","H","P",212125
"2286","H4RI02107",2016,2016,"C00618892","H","P",211966
"2287","H4RI02107",2016,2016,"C00552554","H","A",203955
"2288","H4SC00018",2013,2016,"C00540641","H","P",203956
"2289","H4SC01073",2016,2016,"C00285254","H","P",203957
"2290","H4SC01131",2013,2016,"C00540658","H","P",203958
"2291","H4SC01164",2014,2016,"C00540914","H","P",203959
"2292","H4SC01172",2013,2016,"C00542985","N","J",203961
"2293","H4SC01172",2013,2016,"C00541243","H","P",203960
"2294","H4SC01198",2013,2016,"C00542084","H","P",203962
"2295","H4SC01206",2013,2016,"C00542076","H","P",203963
"2296","H4SC01271",2016,2016,"C00568907","H","P",203964
"2297","H4SC02055",2014,2016,"C00556266","H","P",203965
"2298","H4SC03111",2016,2016,"C00616888","H","P",211288
"2299","H4SC03129",2014,2016,"C00560706","H","P",203966
"2300","H4SC05058",2014,2016,"C00560516","H","P",203967
"2301","H4SC06106",2014,2016,"C00560912","H","P",203968
"2302","H4SD00049",2014,2016,"C00551127","H","P",203969
"2303","H4TN02035",2012,2016,"C00474163","H","P",203970
"2304","H4TN04015",2010,2016,"C00196915","H","P",203971
"2305","H4TN04130",2016,2016,"C00617282","H","P",211892
"2306","H4TN04148",2014,2016,"C00542795","H","P",203973
"2307","H4TN04155",2016,2016,"C00545608","H","P",203974
"2308","H4TN04163",2014,2016,"C00551911","H","P",203975
"2309","H4TN04171",2014,2016,"C00555375","H","P",203976
"2310","H4TN04205",2014,2016,"C00565697","H","P",203977
"2311","H4TN05087",2014,2016,"C00561563","H","P",203978
"2312","H4TN06051",2010,2016,"C00365015","H","P",203979
"2313","H4TN06168",2014,2016,"C00543397","H","P",203980
"2314","H4TN06176",2014,2016,"C00559369","H","P",203981
"2315","H4TN07117",2014,2016,"C00552927","H","P",203982
"2316","H4TN07125",2014,2016,"C00562009","H","P",203983
"2317","H4TN08065",2014,2016,"C00564666","H","P",203985
"2318","H4TN08099",2016,2016,"C00565366","H","P",203986
"2319","H4TN09063",2014,2016,"C00556084","H","P",203987
"2320","H4TX02082",2004,2016,"C00391904","H","P",203988
"2321","H4TX02108",2016,2016,"C00392670","H","P",203989
"2322","H4TX02157",2014,2016,"C00559641","H","P",203990
"2323","H4TX03064",2014,2016,"C00540161","H","P",203991
"2324","H4TX03072",2014,2016,"C00552737","H","P",203992
"2325","H4TX03080",2014,2016,"C00555193","H","P",203993
"2326","H4TX04039",2016,2016,"C00386532","H","P",203994
"2327","H4TX04062",2008,2016,"C00435438","H","P",203995
"2328","H4TX04070",2012,2016,"C00520957","H","P",203996
"2329","H4TX04153",2016,2016,"C00554113","H","P",203997
"2330","H4TX05051",2014,2016,"C00547802","H","P",203998
"2331","H4TX06117",2016,2016,"C00195065","H","P",203999
"2332","H4TX08089",2014,2016,"C00544379","H","P",204000
"2333","H4TX09095",2016,2016,"C00396028","H","A",204001
"2334","H4TX09095",2016,2016,"C00578567","H","P",210282
"2335","H4TX10028",2016,2016,"C00286500","H","P",204002
"2336","H4TX10085",2014,2016,"C00392266","H","P",204003
"2337","H4TX10093",2016,2016,"C00392688","H","P",204004
"2338","H4TX10093",2016,2016,"C00573246","N","J",209137
"2339","H4TX13014",2016,2016,"C00286187","H","P",204005
"2340","H4TX13055",2014,2016,"C00544452","H","P",204006
"2341","H4TX13063",2014,2016,"C00553222","H","P",204007
"2342","H4TX14079",2016,2016,"C00552018","H","P",204008
"2343","H4TX14087",2014,2016,"C00553453","H","P",204009
"2344","H4TX15118",2014,2016,"C00553727","H","P",204010
"2345","H4TX17098",2014,2016,"C00553537","H","P",204011
"2346","H4TX18054",2016,2016,"C00287904","H","P",204012
"2347","H4TX19102",2016,2016,"C00384016","H","P",204013
"2348","H4TX19136",2016,2016,"C00383828","H","P",204014
"2349","H4TX19136",2016,2016,"C00493569","N","J",204015
"2350","H4TX19185",2016,2016,"C00384552","H","P",204016
"2351","H4TX19276",2014,2016,"C00549089","H","P",204017
"2352","H4TX21041",2016,2016,"C00543025","H","P",204018
"2353","H4TX22163",2016,2016,"C00557538","H","A",212081
"2354","H4TX22163",2016,2016,"C00597005","H","P",210432
"2355","H4TX23088",2016,2016,"C00622746","H","P",212101
"2356","H4TX24094",2016,2016,"C00393348","H","P",204019
"2357","H4TX24144",2014,2016,"C00551929","H","P",204020
"2358","H4TX25117",2004,2016,"C00394577","H","P",209240
"2359","H4TX26099",2014,2016,"C00552265","H","P",204021
"2360","H4TX27030",2016,2016,"C00474908","H","P",204022
"2361","H4TX27055",2014,2016,"C00553412","H","P",204023
"2362","H4TX28046",2014,2016,"C00394353","H","P",204024
"2363","H4TX28046",2014,2016,"C00528851","H","J",204025
"2364","H4TX28061",2016,2016,"C00555003","H","P",204026
"2365","H4TX30026",2015,2016,"C00548602","H","P",204027
"2366","H4TX31040",2014,2016,"C00546606","H","P",204028
"2367","H4TX32030",2014,2016,"C00556134","H","P",204029
"2368","H4TX33012",2014,2016,"C00553628","H","P",204030
"2369","H4TX34010",2014,2016,"C00551317","H","P",204031
"2370","H4TX36015",2014,2016,"C00552745","H","P",204032
"2371","H4TX36031",2014,2016,"C00554550","H","P",204033
"2372","H4TX36072",2016,2016,"C00585257","H","P",209876
"2373","H4TX36080",2014,2016,"C00561365","H","P",204034
"2374","H4UT01108",2016,2016,"C00544866","H","P",204035
"2375","H4UT02197",2014,2016,"C00549824","H","P",204036
"2376","H4UT02239",2014,2016,"C00517482","H","P",204037
"2377","H4UT03153",2014,2016,"C00564971","H","P",204038
"2378","H4UT03211",2016,2016,"C00561332","H","P",204039
"2379","H4UT04011",2016,2016,"C00556407","H","A",204040
"2380","H4UT04011",2016,2016,"C00581827","H","P",209655
"2381","H4VA00049",2014,2016,"C00558528","H","P",204041
"2382","H4VA01070",2014,2016,"C00564617","H","P",204042
"2383","H4VA02029",2006,2016,"C00397844","H","P",204043
"2384","H4VA02045",2014,2016,"C00542951","H","P",204044
"2385","H4VA02052",2014,2016,"C00548685","H","P",204045
"2386","H4VA03043",2014,2016,"C00562470","H","P",204046
"2387","H4VA04033",2014,2016,"C00564872","H","P",204047
"2388","H4VA05030",2014,2016,"C00557637","H","P",204048
"2389","H4VA05048",2014,2016,"C00560193","H","P",204049
"2390","H4VA05055",2014,2016,"C00567867","H","P",204050
"2391","H4VA06020",2014,2016,"C00564120","H","P",204051
"2392","H4VA07143",2016,2016,"C00554949","H","P",204052
"2393","H4VA07150",2014,2016,"C00565218","H","P",204053
"2394","H4VA07168",2014,2016,"C00567875","H","P",204054
"2395","H4VA08182",2014,2016,"C00555300","H","P",204055
"2396","H4VA08216",2014,2016,"C00555698","H","P",204056
"2397","H4VA08224",2016,2016,"C00555888","H","P",204057
"2398","H4VA08240",2014,2016,"C00556167","H","P",204058
"2399","H4VA08265",2014,2016,"C00556704","H","P",204059
"2400","H4VA08273",2014,2016,"C00556886","H","P",204060
"2401","H4VA08281",2014,2016,"C00557215","H","P",204061
"2402","H4VA08323",2014,2016,"C00560680","H","P",204062
"2403","H4VA08331",2014,2016,"C00562157","H","P",204063
"2404","H4VA10063",2014,2016,"C00547299","H","P",204064
"2405","H4VA10071",2014,2016,"C00567347","N","J",204066
"2406","H4VA10071",2014,2016,"C00553040","H","P",204065
"2407","H4VA10089",2016,2016,"C00567677","H","J",204070
"2408","H4VA10089",2016,2016,"C00568311","H","J",204071
"2409","H4VA10089",2016,2016,"C00573469","H","J",209169
"2410","H4VA10089",2016,2016,"C00567636","N","J",204069
"2411","H4VA10089",2016,2016,"C00558361","H","J",204068
"2412","H4VA10089",2016,2016,"C00554261","H","P",204067
"2413","H4VA10105",2014,2016,"C00556449","H","P",204072
"2414","H4VA10113",2014,2016,"C00557603","H","P",204073
"2415","H4VA10139",2014,2016,"C00558916","H","P",204074
"2416","H4VA11079",2014,2016,"C00548321","H","P",204075
"2417","H4VA11087",2014,2016,"C00554147","H","P",204076
"2418","H4VA11103",2014,2016,"C00562371","H","P",204077
"2419","H4VI00054",2014,2016,"C00320754","H","P",204078
"2420","H4VI00138",2014,2016,"C00556795","H","P",204079
"2421","H4VI00146",2014,2016,"C00559971","H","P",204080
"2422","H4WA01233",2014,2016,"C00557975","H","P",204081
"2423","H4WA01241",2014,2016,"C00559401","H","P",204082
"2424","H4WA01258",2016,2016,"C00561878","H","A",204083
"2425","H4WA01258",2016,2016,"C00622068","H","P",212087
"2426","H4WA02157",2014,2016,"C00566992","H","P",204084
"2427","H4WA03114",2014,2016,"C00553818","H","P",204085
"2428","H4WA04088",2016,2016,"C00618009","H","P",211915
"2429","H4WA04088",2016,2016,"C00558502","H","A",204086
"2430","H4WA04096",2014,2016,"C00558601","H","P",204087
"2431","H4WA04104",2016,2016,"C00559393","H","P",204088
"2432","H4WA04112",2014,2016,"C00559922","H","P",204089
"2433","H4WA04120",2014,2016,"C00559799","H","P",204090
"2434","H4WA04138",2014,2016,"C00560995","H","P",204091
"2435","H4WA04146",2014,2016,"C00562348","H","P",204092
"2436","H4WA05077",2016,2016,"C00543199","N","J",204094
"2437","H4WA05077",2016,2016,"C00390476","H","P",204093
"2438","H4WA05077",2016,2016,"C00610501","H","J",210873
"2439","H4WA05077",2016,2016,"C00572131","H","J",209101
"2440","H4WA05127",2016,2016,"C00552786","H","P",204095
"2441","H4WA05135",2016,2016,"C00555466","H","P",204096
"2442","H4WA06075",2014,2016,"C00565812","H","P",204097
"2443","H4WA07065",2014,2016,"C00564682","H","P",204098
"2444","H4WA07073",2016,2016,"C00569707","H","P",204099
"2445","H4WA08071",2016,2016,"C00397737","H","P",204100
"2446","H4WA08121",2016,2016,"C00550145","H","P",204101
"2447","H4WA09061",2016,2016,"C00566232","H","P",204102
"2448","H4WA10010",2014,2016,"C00560342","H","P",204103
"2449","H4WA10036",2014,2016,"C00564302","H","P",204104
"2450","H4WI01130",2014,2016,"C00552513","H","P",204105
"2451","H4WI02054",2006,2016,"C00401067","H","P",204106
"2452","H4WI03136",2014,2016,"C00556563","H","P",204107
"2453","H4WI03144",2014,2016,"C00561035","H","P",204108
"2454","H4WI03151",2014,2016,"C00563718","H","P",204109
"2455","H4WI04183",2016,2016,"C00397505","H","P",204110
"2456","H4WI04258",2014,2016,"C00564864","H","P",204111
"2457","H4WI05099",2014,2016,"C00562058","H","P",204112
"2458","H4WI06048",2016,2016,"C00561597","H","P",204113
"2459","H4WI06055",2014,2016,"C00561993","H","P",204114
"2460","H4WI06063",2014,2016,"C00562496","H","P",204115
"2461","H4WI06071",2014,2016,"C00562298","H","P",204116
"2462","H4WI06097",2014,2016,"C00564757","H","P",204117
"2463","H4WI07095",2016,2016,"C00553370","H","P",204118
"2464","H4WI08077",2014,2016,"C00564856","H","P",204119
"2465","H4WV02064",2014,2016,"C00541060","H","P",204120
"2466","H4WV02072",2014,2016,"C00544221","H","P",204121
"2467","H4WV02080",2016,2016,"C00568113","N","J",204123
"2468","H4WV02080",2016,2016,"C00629949","H","P",212401
"2469","H4WV02080",2016,2016,"C00572362","N","D",210183
"2470","H4WV02080",2016,2016,"C00506774","H","A",204122
"2471","H4WV02106",2014,2016,"C00546929","H","P",204124
"2472","H4WV02114",2014,2016,"C00548701","H","P",204125
"2473","H4WV02122",2014,2016,"C00549469","H","P",204126
"2474","H4WV02163",2014,2016,"C00566828","H","P",204127
"2475","H4WV03070",2016,2016,"C00548271","H","P",204128
"2476","H6AK00045",2016,2016,"C00012229","H","P",204129
"2477","H6AK00235",2016,2016,"C00615302","H","P",211186
"2478","H6AK00243",2016,2016,"C00621029","H","P",212042
"2479","H6AL01060",2016,2016,"C00592667","H","P",210359
"2480","H6AL02142",2016,2016,"C00588244","H","P",210062
"2481","H6AL02159",2016,2016,"C00591982","H","P",210398
"2482","H6AL02167",2016,2016,"C00627976","H","P",212316
"2483","H6AL03157",2016,2016,"C00589218","H","P",210273
"2484","H6AL04098",2016,2016,"C00313247","H","P",204130
"2485","H6AL04148",2016,2016,"C00579268","H","P",209507
"2486","H6AL05038",2012,2016,"C00048371","H","P",204131
"2487","H6AL05202",2016,2016,"C00581819","H","P",209667
"2488","H6AL06127",2016,2016,"C00586750","H","P",209957
"2489","H6AR01072",2010,2016,"C00313734","H","P",204132
"2490","H6AR02245",2016,2016,"C00587105","H","P",209980
"2491","H6AR02252",2016,2016,"C00592758","H","P",210355
"2492","H6AR03110",2016,2016,"C00625376","H","P",212218
"2493","H6AS00031",2016,2016,"C00620351","H","P",212002
"2494","H6AZ00027",2010,2016,"C00484071","H","P",204133
"2495","H6AZ01173",2016,2016,"C00582536","H","P",209710
"2496","H6AZ01181",2016,2016,"C00582866","H","P",209716
"2497","H6AZ01199",2016,2016,"C00582890","H","P",209717
"2498","H6AZ01207",2016,2016,"C00586958","H","P",209966
